job_title,skills,location,years_experience,education_level,expected_salary
Data Scientist,"Excel, Docker, SQL",Colombo,3.5,Bachelor's Degree,163000
QA Engineer,"Excel, Kubernetes, Pandas",Jaffna,2.7,Master's Degree,93000
DevOps Engineer,SQL,Colombo,1.0,PhD,165000
DevOps Engineer,Kubernetes,Remote,0.0,Bachelor's Degree,110000
QA Engineer,"Linux, Kubernetes",Galle,6.5,Bachelor's Degree,95000
DevOps Engineer,"Git, AWS, Machine Learning, Kubernetes",Jaffna,4.2,High School,106000
Frontend Developer,"Docker, Python, Pandas, TensorFlow, Azure, Linux",Remote,0.1,Bachelor's Degree,115000
Backend Developer,"Azure, Pandas, Excel, Linux, Machine Learning",Jaffna,0.1,Master's Degree,113000
Business Analyst,"Docker, TensorFlow, Excel, Tableau",Jaffna,3.0,Diploma,87000
Product Manager,"Python, Git, TensorFlow, SQL, Azure",Jaffna,9.0,Master's Degree,212000
DevOps Engineer,Tableau,Jaffna,3.2,Bachelor's Degree,108000
Backend Developer,"Python, Azure, JavaScript",Remote,0.0,Bachelor's Degree,105000
Fullstack Developer,"Machine Learning, AWS",Jaffna,3.3,Master's Degree,125000
QA Engineer,Excel,Jaffna,3.2,Bachelor's Degree,79000
Data Scientist,"Pandas, TensorFlow, Python, Machine Learning",Jaffna,0.0,Bachelor's Degree,112000
Product Manager,"Python, Excel, Machine Learning, Linux, Pandas",Galle,3.8,Master's Degree,184000
Product Manager,"TensorFlow, Git",Jaffna,3.3,PhD,167000
Backend Developer,Excel,Kandy,6.1,Master's Degree,143000
Backend Developer,"Tableau, Linux, Excel, AWS, TensorFlow",Galle,9.5,Master's Degree,176000
Data Scientist,Tableau,Kandy,7.4,High School,133000
Backend Developer,"Tableau, React, Azure, Git, Docker, Machine Learning",Colombo,3.2,Master's Degree,176000
QA Engineer,"Excel, Pandas",Jaffna,0.7,Diploma,63000
Business Analyst,"Machine Learning, Excel",Jaffna,11.7,Bachelor's Degree,121000
Business Analyst,"Docker, Machine Learning, Tableau, Kubernetes, Python, Linux",Colombo,4.2,Master's Degree,165000
QA Engineer,"TensorFlow, Linux, Azure, SQL",Jaffna,4.0,High School,76000
Software Engineer,"Git, Kubernetes, Linux, AWS, Azure",Kandy,3.9,Master's Degree,150000
DevOps Engineer,"Excel, SQL, Machine Learning, Kubernetes, TensorFlow, Linux",Remote,4.6,Master's Degree,187000
Product Manager,"Kubernetes, Linux, Pandas, JavaScript",Galle,3.6,Bachelor's Degree,152000
Backend Developer,"AWS, Tableau, SQL",Kandy,2.3,Bachelor's Degree,111000
Product Manager,"Excel, Pandas, Azure",Galle,2.4,Master's Degree,158000
Product Manager,"JavaScript, Git, Excel, Linux, React, Docker",Kandy,3.9,PhD,230000
DevOps Engineer,"Azure, Pandas, TensorFlow, Docker, Machine Learning",Galle,2.4,Bachelor's Degree,128000
Fullstack Developer,"Pandas, Excel, Azure, React, Kubernetes, Python",Remote,1.9,Diploma,130000
Fullstack Developer,"Python, TensorFlow",Colombo,4.3,Bachelor's Degree,147000
DevOps Engineer,"TensorFlow, React, SQL",Colombo,3.2,Master's Degree,169000
Frontend Developer,"Tableau, Azure",Colombo,8.5,Bachelor's Degree,149000
QA Engineer,Linux,Remote,0.0,Master's Degree,92000
Product Manager,"JavaScript, Azure, Tableau, Pandas",Galle,7.3,Master's Degree,202000
Software Engineer,"Kubernetes, Git, Tableau, TensorFlow",Galle,7.7,PhD,178000
Software Engineer,Pandas,Galle,0.0,Bachelor's Degree,90000
QA Engineer,"Git, TensorFlow",Galle,3.0,Master's Degree,95000
Product Manager,"Linux, JavaScript, Tableau, Pandas, Excel, React",Jaffna,2.9,Bachelor's Degree,152000
Data Scientist,"SQL, Pandas",Remote,0.0,Diploma,108000
Software Engineer,"React, Azure, Git, SQL",Kandy,1.7,Bachelor's Degree,113000
Frontend Developer,Docker,Jaffna,0.7,Master's Degree,96000
DevOps Engineer,SQL,Galle,9.3,Bachelor's Degree,145000
Frontend Developer,"Tableau, Linux, Azure, Docker",Colombo,6.8,Master's Degree,177000
Backend Developer,"JavaScript, SQL, Azure, Machine Learning, Tableau",Kandy,7.8,Bachelor's Degree,152000
Product Manager,"Machine Learning, Docker, JavaScript, Tableau",Galle,6.2,Bachelor's Degree,169000
Frontend Developer,"Tableau, Linux",Remote,0.6,Bachelor's Degree,98000
Product Manager,"Python, Machine Learning, TensorFlow, Docker, AWS, JavaScript",Remote,2.4,Master's Degree,201000
Business Analyst,TensorFlow,Galle,5.5,Bachelor's Degree,103000
Data Scientist,"React, Azure, Pandas, Git",Colombo,0.3,Master's Degree,169000
Backend Developer,"Tableau, Azure, AWS, Git, Python",Galle,6.1,Master's Degree,155000
Business Analyst,"Azure, Machine Learning, Excel",Kandy,3.3,PhD,136000
Product Manager,"Python, TensorFlow, Machine Learning, JavaScript, Excel",Kandy,2.9,Master's Degree,187000
Fullstack Developer,JavaScript,Remote,6.1,Master's Degree,165000
Fullstack Developer,"Excel, Machine Learning, Pandas, TensorFlow, SQL, Python",Jaffna,5.3,Master's Degree,163000
Software Engineer,Machine Learning,Colombo,2.9,Bachelor's Degree,126000
Frontend Developer,"Machine Learning, Linux, JavaScript, React, Kubernetes",Jaffna,7.5,Bachelor's Degree,128000
Fullstack Developer,"Docker, Python, Kubernetes, TensorFlow",Colombo,0.8,Bachelor's Degree,138000
Data Scientist,"Linux, Python, Pandas, Machine Learning, Docker, Azure",Colombo,5.8,Bachelor's Degree,204000
Frontend Developer,"Machine Learning, React, Tableau, AWS, Kubernetes",Jaffna,5.8,Master's Degree,138000
Software Engineer,"SQL, Azure, JavaScript, Git",Jaffna,3.1,Master's Degree,124000
Product Manager,"TensorFlow, SQL, React",Galle,5.0,PhD,200000
Software Engineer,"Excel, Azure, SQL, Machine Learning, Python",Colombo,0.2,Bachelor's Degree,128000
Fullstack Developer,"Azure, Machine Learning, React, JavaScript, Docker",Kandy,6.8,Bachelor's Degree,161000
Product Manager,"SQL, Git",Kandy,3.4,Bachelor's Degree,144000
Frontend Developer,"Machine Learning, SQL",Remote,2.4,Master's Degree,122000
Product Manager,"TensorFlow, Azure, Machine Learning, React",Colombo,7.1,Bachelor's Degree,213000
Business Analyst,"Linux, AWS, Docker, Tableau, SQL, JavaScript",Colombo,1.9,Bachelor's Degree,130000
Data Scientist,"Docker, AWS",Jaffna,0.0,Bachelor's Degree,102000
Frontend Developer,"Linux, SQL, Git, Tableau, Docker, TensorFlow",Jaffna,0.0,Bachelor's Degree,97000
Backend Developer,"Tableau, JavaScript",Jaffna,5.8,Bachelor's Degree,110000
Backend Developer,"TensorFlow, Pandas",Galle,0.2,Master's Degree,105000
QA Engineer,"Docker, Tableau, React, AWS",Remote,9.3,Diploma,116000
Data Scientist,"Excel, Git, SQL",Remote,0.0,Bachelor's Degree,126000
Data Scientist,"Machine Learning, Python, Azure, TensorFlow, Excel, Linux",Remote,9.1,Bachelor's Degree,210000
Business Analyst,Azure,Galle,4.6,Bachelor's Degree,100000
Product Manager,"TensorFlow, Tableau, SQL, Docker",Jaffna,3.7,Bachelor's Degree,144000
Frontend Developer,"AWS, Azure",Remote,2.4,Diploma,96000
Backend Developer,"Python, TensorFlow, JavaScript, Linux, Excel",Kandy,5.2,Master's Degree,158000
DevOps Engineer,"SQL, Git, Linux, Tableau",Kandy,3.9,Master's Degree,158000
QA Engineer,"Python, JavaScript, Tableau",Jaffna,7.3,Bachelor's Degree,97000
Frontend Developer,"JavaScript, Python, TensorFlow",Kandy,4.3,Bachelor's Degree,115000
Backend Developer,"AWS, Git, Python, Tableau",Galle,4.5,Diploma,109000
Product Manager,"Excel, React, Pandas, Git, Linux, Azure",Remote,2.9,Bachelor's Degree,179000
Fullstack Developer,"Linux, TensorFlow, Machine Learning",Remote,3.8,Bachelor's Degree,137000
Business Analyst,"Kubernetes, Docker, Excel, AWS, Pandas",Remote,4.9,High School,110000
DevOps Engineer,"SQL, JavaScript, Machine Learning, Azure",Galle,0.0,Bachelor's Degree,109000
DevOps Engineer,"Docker, Linux",Colombo,0.0,Master's Degree,139000
Fullstack Developer,"Pandas, Machine Learning, AWS",Jaffna,6.2,Bachelor's Degree,129000
DevOps Engineer,"Excel, Kubernetes, Python, JavaScript, Tableau, SQL",Remote,4.5,Bachelor's Degree,162000
DevOps Engineer,"Azure, Python, Linux, SQL, Excel, Pandas",Galle,3.4,Master's Degree,160000
Product Manager,"Linux, Git, TensorFlow, Python",Galle,4.1,Master's Degree,178000
Business Analyst,"Linux, AWS, Excel, SQL",Kandy,5.0,Master's Degree,135000
DevOps Engineer,"Excel, Tableau, SQL, Linux, TensorFlow",Remote,2.4,Bachelor's Degree,142000
Backend Developer,"Linux, Git, Machine Learning, JavaScript",Jaffna,1.7,Bachelor's Degree,101000
Data Scientist,JavaScript,Remote,4.6,Master's Degree,170000
Product Manager,"Kubernetes, Excel, SQL, Linux, Machine Learning, Tableau",Jaffna,1.1,Master's Degree,161000
Software Engineer,"Azure, Tableau, Machine Learning, Excel, AWS",Kandy,5.2,Master's Degree,158000
Product Manager,Git,Jaffna,0.0,Bachelor's Degree,110000
Backend Developer,Pandas,Remote,7.1,Bachelor's Degree,136000
QA Engineer,"Docker, Linux, Tableau, Pandas",Remote,5.4,Diploma,101000
DevOps Engineer,"AWS, Tableau, JavaScript",Colombo,4.8,Bachelor's Degree,158000
Product Manager,"React, JavaScript, Python, Pandas",Colombo,6.9,Bachelor's Degree,212000
Data Scientist,"Python, Kubernetes, TensorFlow, JavaScript, Docker",Jaffna,9.0,Bachelor's Degree,170000
DevOps Engineer,"TensorFlow, Linux, React, Tableau",Remote,7.0,Bachelor's Degree,163000
Backend Developer,"React, TensorFlow, Kubernetes, JavaScript, Tableau",Remote,0.0,Master's Degree,132000
QA Engineer,"Docker, Azure",Remote,0.2,Bachelor's Degree,81000
Frontend Developer,"Docker, Tableau, Pandas, Kubernetes, SQL",Colombo,2.1,Master's Degree,153000
QA Engineer,"SQL, Machine Learning, JavaScript, Azure, Kubernetes, Docker",Remote,4.1,Bachelor's Degree,116000
Software Engineer,"Kubernetes, TensorFlow",Colombo,5.6,Master's Degree,162000
DevOps Engineer,"Git, Linux, Kubernetes, Machine Learning",Colombo,1.8,Bachelor's Degree,145000
Backend Developer,Linux,Colombo,4.6,Master's Degree,156000
Fullstack Developer,"TensorFlow, Azure, React, Pandas, Linux",Colombo,1.7,Master's Degree,174000
DevOps Engineer,"AWS, Git, Python, JavaScript, TensorFlow, Azure",Galle,2.2,Bachelor's Degree,132000
Product Manager,"Pandas, JavaScript, Linux, SQL, TensorFlow",Colombo,0.0,Bachelor's Degree,164000
Software Engineer,"Machine Learning, React",Jaffna,1.2,Bachelor's Degree,90000
Fullstack Developer,"Linux, JavaScript, Azure, Python",Colombo,0.0,Master's Degree,153000
Product Manager,"Pandas, Excel, Azure",Remote,1.1,Bachelor's Degree,144000
Frontend Developer,"Linux, JavaScript",Jaffna,7.2,Master's Degree,126000
Software Engineer,"SQL, Kubernetes, Azure",Colombo,1.2,Bachelor's Degree,122000
Product Manager,"Docker, Machine Learning, Tableau",Remote,11.9,PhD,283000
Product Manager,"React, Pandas, AWS, Kubernetes, Linux",Jaffna,5.5,Master's Degree,186000
Backend Developer,"TensorFlow, AWS, Linux, Python",Jaffna,4.6,Diploma,104000
Data Scientist,"TensorFlow, Tableau, JavaScript, Git",Kandy,1.4,Master's Degree,154000
Fullstack Developer,"Azure, Git, Python",Galle,6.1,Bachelor's Degree,136000
Data Scientist,"TensorFlow, Pandas, Docker, Machine Learning",Remote,2.3,Master's Degree,169000
QA Engineer,"Docker, JavaScript, Linux",Galle,4.4,Bachelor's Degree,92000
Business Analyst,"Pandas, JavaScript, Excel, Git",Kandy,11.7,Master's Degree,171000
Business Analyst,"JavaScript, Excel",Kandy,3.7,Master's Degree,117000
Backend Developer,"Tableau, Machine Learning",Colombo,7.4,Master's Degree,173000
QA Engineer,"Python, Tableau, Azure, Git, AWS",Galle,1.9,Bachelor's Degree,91000
QA Engineer,"Excel, React, AWS, SQL, Azure",Galle,3.9,Bachelor's Degree,99000
DevOps Engineer,Azure,Jaffna,9.3,Bachelor's Degree,137000
Product Manager,Azure,Galle,2.1,Bachelor's Degree,129000
DevOps Engineer,"Machine Learning, Pandas, Azure, AWS",Galle,9.4,Master's Degree,184000
Software Engineer,"JavaScript, Kubernetes, Linux, Machine Learning, Docker, TensorFlow",Remote,6.1,Master's Degree,180000
DevOps Engineer,"React, JavaScript, Git, AWS, Linux",Galle,2.3,Bachelor's Degree,127000
QA Engineer,"JavaScript, Kubernetes, Pandas, Docker",Galle,5.9,Master's Degree,118000
Frontend Developer,"SQL, Linux, Git, Excel",Kandy,6.9,Master's Degree,154000
Frontend Developer,"Azure, Kubernetes",Jaffna,5.9,Bachelor's Degree,105000
DevOps Engineer,"Tableau, Python, SQL, Kubernetes",Jaffna,0.0,Diploma,93000
Product Manager,"Pandas, Docker, Tableau, AWS, React",Galle,1.8,Bachelor's Degree,147000
Software Engineer,"Machine Learning, Pandas, SQL, Python",Kandy,3.3,Master's Degree,140000
QA Engineer,"Machine Learning, AWS, Pandas, Docker, React, Tableau",Galle,3.8,Bachelor's Degree,103000
Frontend Developer,"Python, Kubernetes, Machine Learning",Galle,5.9,Master's Degree,134000
Business Analyst,"Linux, TensorFlow, Excel, Azure, SQL",Galle,4.5,Bachelor's Degree,114000
Product Manager,"Tableau, Pandas, AWS, Machine Learning",Jaffna,0.0,Bachelor's Degree,122000
QA Engineer,"SQL, Excel, Git, TensorFlow, Docker, Kubernetes",Remote,5.1,Bachelor's Degree,120000
Data Scientist,SQL,Galle,5.8,Bachelor's Degree,139000
Backend Developer,"React, Pandas, Git, Linux, TensorFlow, Kubernetes",Galle,5.7,Master's Degree,160000
Backend Developer,"Linux, Azure, AWS, Kubernetes, SQL, TensorFlow",Colombo,7.2,Diploma,162000
Business Analyst,"React, Pandas, Excel, Tableau, Machine Learning, JavaScript",Kandy,6.5,Bachelor's Degree,136000
Data Scientist,Git,Jaffna,5.4,Bachelor's Degree,130000
Software Engineer,"Azure, Tableau, Machine Learning, Excel",Galle,3.8,Bachelor's Degree,118000
Data Scientist,"Git, Kubernetes, React, JavaScript, Pandas, Tableau",Jaffna,0.0,Bachelor's Degree,122000
DevOps Engineer,"Excel, SQL, Python, Tableau, TensorFlow",Galle,5.3,Master's Degree,166000
Backend Developer,"AWS, Excel, Azure, React",Remote,4.6,Bachelor's Degree,135000
Product Manager,"Linux, Git",Jaffna,4.8,Bachelor's Degree,137000
Fullstack Developer,"TensorFlow, Git, Azure, React, Docker",Jaffna,0.2,Bachelor's Degree,109000
Data Scientist,"React, Docker, Kubernetes, Git",Kandy,0.8,Bachelor's Degree,130000
Software Engineer,"Excel, Tableau, SQL, Docker, React",Jaffna,7.2,Bachelor's Degree,133000
QA Engineer,"React, Python, Tableau, Kubernetes",Galle,3.9,Bachelor's Degree,95000
Software Engineer,"Docker, JavaScript, Kubernetes, Azure, Tableau",Jaffna,6.0,Bachelor's Degree,127000
Fullstack Developer,"JavaScript, React, Machine Learning, Kubernetes",Kandy,4.1,Bachelor's Degree,139000
Frontend Developer,"TensorFlow, Pandas, Azure",Galle,4.1,Bachelor's Degree,108000
Data Scientist,"SQL, React",Colombo,6.8,Bachelor's Degree,177000
QA Engineer,"Pandas, Linux, AWS",Kandy,2.5,Bachelor's Degree,90000
DevOps Engineer,Azure,Colombo,4.3,Bachelor's Degree,147000
Data Scientist,"React, SQL, Pandas",Jaffna,2.6,Master's Degree,139000
Business Analyst,SQL,Colombo,2.7,Bachelor's Degree,112000
Backend Developer,"React, Tableau, Excel, AWS",Galle,3.1,Bachelor's Degree,114000
Software Engineer,"Machine Learning, Excel, Tableau",Kandy,4.7,Diploma,111000
Fullstack Developer,Azure,Jaffna,2.6,Bachelor's Degree,106000
Frontend Developer,"Excel, Python, Machine Learning, Pandas",Kandy,7.8,Bachelor's Degree,138000
QA Engineer,"Pandas, Python",Kandy,1.3,Bachelor's Degree,81000
Data Scientist,"TensorFlow, JavaScript, AWS, Kubernetes, Git",Galle,3.4,Master's Degree,167000
DevOps Engineer,"Pandas, Python, Git, Azure, Tableau, Machine Learning",Galle,2.7,Bachelor's Degree,135000
Frontend Developer,"Docker, Python",Kandy,8.3,PhD,166000
Business Analyst,"Kubernetes, Docker, Python, SQL, React, Linux",Colombo,4.6,Bachelor's Degree,146000
Business Analyst,Python,Remote,7.1,Master's Degree,140000
QA Engineer,"Linux, SQL, Docker, Machine Learning, JavaScript, Excel",Jaffna,0.0,Diploma,73000
Backend Developer,"Python, Git, Docker, TensorFlow, SQL, Azure",Colombo,4.8,Diploma,147000
Business Analyst,"Azure, Tableau, TensorFlow",Galle,6.7,Master's Degree,131000
QA Engineer,"JavaScript, Python, Pandas, Kubernetes, Docker, SQL",Galle,4.2,Master's Degree,120000
QA Engineer,"AWS, Azure, React, Excel, Git, JavaScript",Remote,7.2,Bachelor's Degree,131000
Backend Developer,"Pandas, AWS, React",Remote,2.4,Master's Degree,135000
Product Manager,"Machine Learning, Azure",Kandy,8.2,Bachelor's Degree,174000
Frontend Developer,"Docker, AWS, Python, TensorFlow, Azure",Jaffna,10.9,Master's Degree,165000
Software Engineer,"Excel, Docker, Tableau, Linux, JavaScript",Galle,2.9,Master's Degree,136000
Product Manager,"JavaScript, Azure, TensorFlow, AWS",Remote,2.7,Bachelor's Degree,162000
Frontend Developer,"Kubernetes, TensorFlow, Docker",Colombo,8.4,Diploma,140000
Data Scientist,Excel,Kandy,8.7,Bachelor's Degree,164000
Software Engineer,"Machine Learning, AWS",Kandy,2.4,Diploma,96000
Fullstack Developer,"AWS, Azure, Linux, Pandas, Tableau, React",Colombo,2.7,Bachelor's Degree,165000
Data Scientist,Git,Kandy,3.2,Master's Degree,152000
Data Scientist,"Tableau, TensorFlow, Python, Docker",Remote,0.0,Master's Degree,152000
Fullstack Developer,"Tableau, Pandas, Python",Remote,1.2,Bachelor's Degree,122000
Software Engineer,"Machine Learning, Excel, React, Git, JavaScript, Azure",Colombo,1.0,Diploma,125000
Business Analyst,"Kubernetes, JavaScript, Excel, Azure, TensorFlow",Kandy,1.7,Bachelor's Degree,107000
DevOps Engineer,"Pandas, Azure, Kubernetes, Git, Machine Learning",Remote,3.9,Bachelor's Degree,151000
QA Engineer,"TensorFlow, Kubernetes, Machine Learning, SQL, Pandas, Azure",Jaffna,4.7,Bachelor's Degree,101000
DevOps Engineer,"Linux, AWS, Docker, Tableau, Azure",Galle,8.7,Master's Degree,188000
Fullstack Developer,"Kubernetes, Excel, Pandas, Docker, Linux, JavaScript",Remote,1.0,Bachelor's Degree,139000
Fullstack Developer,"Git, Pandas, React, Docker, AWS",Jaffna,7.0,PhD,189000
Software Engineer,"Python, React, Linux, Git, Azure, SQL",Galle,3.4,High School,107000
Business Analyst,"Excel, Docker",Colombo,3.9,Master's Degree,136000
Frontend Developer,"Azure, Git, Linux, Tableau, SQL",Colombo,6.0,High School,133000
Backend Developer,"SQL, React",Galle,0.6,Master's Degree,107000
Business Analyst,"React, Tableau",Galle,5.1,Diploma,91000
Fullstack Developer,"Git, JavaScript, Pandas, Machine Learning, Docker",Jaffna,4.5,Bachelor's Degree,132000
Data Scientist,"TensorFlow, React, Python, Pandas, Linux",Jaffna,5.5,Diploma,135000
Software Engineer,"Docker, Excel, Kubernetes",Jaffna,4.9,Master's Degree,128000
Data Scientist,"Pandas, TensorFlow",Remote,11.4,Master's Degree,217000
Fullstack Developer,React,Remote,2.1,High School,103000
Product Manager,"SQL, Docker, Azure, Pandas, JavaScript",Kandy,2.4,Diploma,143000
Fullstack Developer,"Tableau, Linux, Excel, Azure",Colombo,2.1,Bachelor's Degree,147000
Frontend Developer,"SQL, Git, Docker, Machine Learning",Jaffna,2.3,Bachelor's Degree,99000
Software Engineer,"Kubernetes, React, Machine Learning, Git, Azure",Jaffna,2.1,Master's Degree,124000
DevOps Engineer,"AWS, Azure",Kandy,7.6,Bachelor's Degree,144000
Business Analyst,"Linux, Pandas, Azure, JavaScript, Excel",Colombo,8.3,Bachelor's Degree,161000
Fullstack Developer,"TensorFlow, Linux, Machine Learning",Colombo,2.3,Master's Degree,163000
Fullstack Developer,"Docker, JavaScript, Git",Galle,1.5,Bachelor's Degree,112000
Software Engineer,"SQL, Docker, Linux",Jaffna,5.4,Bachelor's Degree,113000
QA Engineer,Git,Kandy,2.3,Bachelor's Degree,85000
Backend Developer,"Tableau, Pandas",Colombo,5.9,Diploma,128000
Software Engineer,"Linux, SQL",Galle,4.6,High School,94000
Data Scientist,"AWS, Git, Python",Galle,0.0,Bachelor's Degree,113000
Product Manager,"JavaScript, Azure",Remote,8.6,Master's Degree,214000
Product Manager,"Linux, Pandas, SQL, Excel",Colombo,9.4,Bachelor's Degree,231000
Product Manager,React,Kandy,2.2,Diploma,123000
Business Analyst,"Linux, React, Python, AWS, TensorFlow, Tableau",Colombo,2.8,Bachelor's Degree,135000
Frontend Developer,"Excel, TensorFlow, Docker, Machine Learning, Python, React",Jaffna,4.9,Bachelor's Degree,121000
Fullstack Developer,"Pandas, Machine Learning, Docker, AWS, Linux",Remote,5.0,Diploma,142000
Business Analyst,"AWS, Azure, Pandas, Python, Tableau",Kandy,6.0,Master's Degree,147000
Frontend Developer,"AWS, Kubernetes, Pandas",Kandy,10.0,High School,121000
Backend Developer,"TensorFlow, React, JavaScript",Remote,3.5,Bachelor's Degree,123000
Software Engineer,"React, Kubernetes, Python, Azure, Git, JavaScript",Kandy,1.6,Bachelor's Degree,123000
Fullstack Developer,"SQL, Machine Learning, Pandas, Kubernetes, Azure, Linux",Kandy,0.0,Bachelor's Degree,125000
DevOps Engineer,"React, Linux, Docker, AWS",Remote,1.8,Diploma,119000
DevOps Engineer,"Azure, TensorFlow, Tableau, JavaScript, SQL",Galle,3.9,Master's Degree,156000
Product Manager,"Kubernetes, Tableau",Kandy,9.4,Master's Degree,209000
DevOps Engineer,"Machine Learning, Azure, Excel",Colombo,2.4,Bachelor's Degree,142000
DevOps Engineer,"Python, Tableau, Docker, Kubernetes, Pandas, React",Jaffna,4.7,Master's Degree,159000
Frontend Developer,"Tableau, JavaScript",Colombo,4.0,Diploma,113000
Software Engineer,"Linux, React, Git, Tableau, Pandas",Kandy,7.6,Bachelor's Degree,151000
Business Analyst,"Python, Docker, Machine Learning, Pandas, AWS, SQL",Remote,11.6,Master's Degree,196000
QA Engineer,"TensorFlow, Docker, SQL, Kubernetes, AWS, Git",Kandy,2.4,Bachelor's Degree,102000
Business Analyst,Kubernetes,Colombo,2.5,Master's Degree,128000
Fullstack Developer,"Pandas, TensorFlow",Kandy,7.1,Master's Degree,163000
Data Scientist,"Git, AWS",Remote,6.0,Bachelor's Degree,156000
Backend Developer,"Git, JavaScript, Kubernetes, Tableau",Colombo,9.5,Bachelor's Degree,178000
Fullstack Developer,"Docker, Kubernetes, Linux, Pandas, Tableau, TensorFlow",Remote,5.8,Bachelor's Degree,170000
Software Engineer,"Machine Learning, AWS, Excel, Python, JavaScript",Remote,2.9,Bachelor's Degree,132000
Software Engineer,"Kubernetes, Azure, Tableau, TensorFlow, Python",Kandy,5.8,Bachelor's Degree,141000
Fullstack Developer,"Tableau, Excel, React",Jaffna,7.3,Bachelor's Degree,134000
Frontend Developer,"Git, Python, Pandas, Azure, SQL",Jaffna,6.5,Master's Degree,141000
QA Engineer,Pandas,Remote,5.5,Diploma,92000
Product Manager,"Kubernetes, Git",Galle,7.2,Bachelor's Degree,159000
DevOps Engineer,"Linux, Pandas, JavaScript, AWS",Colombo,7.5,Bachelor's Degree,183000
DevOps Engineer,"Pandas, Machine Learning, Excel, Tableau, AWS, Docker",Colombo,8.1,Bachelor's Degree,204000
Fullstack Developer,"Tableau, Azure, Linux, SQL, Kubernetes, Excel",Jaffna,5.9,High School,124000
DevOps Engineer,"Linux, Excel, TensorFlow",Kandy,3.5,Bachelor's Degree,129000
DevOps Engineer,"Tableau, Pandas",Colombo,4.4,Bachelor's Degree,148000
Frontend Developer,"Tableau, AWS, React, TensorFlow, SQL, Machine Learning",Kandy,7.6,PhD,194000
Software Engineer,"Tableau, React, Python, AWS, Pandas",Jaffna,1.5,Bachelor's Degree,105000
Software Engineer,"Git, AWS, JavaScript, Tableau, Linux",Jaffna,5.1,Bachelor's Degree,123000
QA Engineer,Linux,Remote,2.8,High School,78000
Product Manager,"Linux, TensorFlow, Azure",Kandy,4.1,High School,133000
DevOps Engineer,TensorFlow,Galle,7.8,High School,117000
Software Engineer,"Linux, Excel, Git, React, Docker, Machine Learning",Colombo,4.6,Diploma,146000
DevOps Engineer,"TensorFlow, React",Remote,4.1,Master's Degree,152000
Product Manager,"AWS, Pandas",Remote,0.0,Bachelor's Degree,130000
Software Engineer,Tableau,Galle,6.2,Bachelor's Degree,118000
Fullstack Developer,Tableau,Jaffna,5.9,Master's Degree,139000
Data Scientist,"AWS, SQL, Machine Learning",Galle,10.5,Bachelor's Degree,173000
Fullstack Developer,"JavaScript, Pandas, Git, Linux, Python",Colombo,3.1,Bachelor's Degree,161000
Product Manager,AWS,Remote,4.7,Master's Degree,185000
Frontend Developer,"Linux, Excel, Docker, React",Remote,4.7,Bachelor's Degree,129000
Backend Developer,"Linux, Git",Jaffna,8.7,Bachelor's Degree,122000
QA Engineer,"Tableau, SQL, Linux, JavaScript",Galle,3.7,PhD,122000
Software Engineer,Python,Jaffna,4.8,Bachelor's Degree,105000
Data Scientist,"Excel, JavaScript, Tableau, Linux, Kubernetes, TensorFlow",Colombo,5.8,Bachelor's Degree,204000
Product Manager,"JavaScript, Python, TensorFlow, Git, React, Tableau",Colombo,4.6,Bachelor's Degree,211000
Product Manager,"Docker, Tableau, Python, Machine Learning, TensorFlow",Galle,2.7,Bachelor's Degree,153000
Software Engineer,"JavaScript, Docker",Galle,4.6,Master's Degree,127000
QA Engineer,"Tableau, Python, TensorFlow, SQL",Jaffna,7.2,Bachelor's Degree,102000
QA Engineer,"Git, Docker, AWS, Kubernetes, Python",Remote,0.9,Bachelor's Degree,96000
Backend Developer,"Azure, Python, JavaScript, Linux, TensorFlow",Galle,4.4,Master's Degree,145000
Backend Developer,SQL,Galle,1.9,Master's Degree,113000
Backend Developer,"TensorFlow, Azure, SQL, Linux",Remote,7.6,Bachelor's Degree,152000
Data Scientist,"Pandas, Excel, Docker",Colombo,0.0,Bachelor's Degree,139000
Data Scientist,"Git, JavaScript, Docker, AWS",Galle,2.3,Bachelor's Degree,132000
Frontend Developer,"Machine Learning, Docker",Colombo,5.1,Master's Degree,151000
Data Scientist,"Azure, Python, Tableau, AWS",Remote,8.7,Bachelor's Degree,189000
Backend Developer,"Pandas, Excel, Azure, React",Galle,3.8,Diploma,106000
Data Scientist,"TensorFlow, SQL, JavaScript, Pandas, Python",Jaffna,2.3,Bachelor's Degree,131000
Product Manager,Python,Galle,9.6,Master's Degree,199000
Data Scientist,"AWS, Python, Machine Learning",Remote,0.0,Master's Degree,145000
Frontend Developer,Linux,Galle,0.0,Bachelor's Degree,86000
Business Analyst,"JavaScript, Git, React",Galle,5.3,Bachelor's Degree,108000
QA Engineer,"Machine Learning, React, SQL, Tableau, Excel, Git",Colombo,2.5,PhD,154000
Product Manager,"Machine Learning, JavaScript, Azure, Docker, Tableau",Galle,0.9,Bachelor's Degree,141000
Frontend Developer,"JavaScript, SQL, Machine Learning, React, Linux",Galle,6.1,Bachelor's Degree,128000
Software Engineer,"Python, AWS",Colombo,4.7,Diploma,122000
Software Engineer,Kubernetes,Jaffna,2.3,Bachelor's Degree,95000
QA Engineer,"Docker, React, Git, JavaScript, TensorFlow",Remote,0.2,Diploma,84000
QA Engineer,"SQL, Machine Learning, Tableau, Pandas, AWS",Colombo,6.6,Bachelor's Degree,135000
